Circuit,Class,Constructor,Country,Rider,Season,Class_Clean,Country_Full
Automotodrom Brno,250cc,Honda,DE,Reinhold Roth,1989,250cc,GERMANY
Automotodrom Brno,MotoGP™,Suzuki,US,Kevin Schwantz,1989,MotoGP,USA
Anderstorp,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Anderstorp,125cc,JJ Cobas,ES,Alex Criville,1989,125cc,SPAIN
Anderstorp,MotoGP™,Honda,US,Eddie Lawson,1989,MotoGP,USA
Donington Park,MotoGP™,Suzuki,US,Kevin Schwantz,1989,MotoGP,USA
Donington Park,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Donington Park,125cc,Honda,NL,Hans Spaan,1989,125cc,NETHERLANDS
Le Mans,MotoGP™,Honda,US,Eddie Lawson,1989,MotoGP,USA
Le Mans,250cc,Honda,ES,Carlos Cardús,1989,250cc,SPAIN
Le Mans,125cc,Derbi,ES,Jorge Martinez,1989,125cc,SPAIN
Spa-Francorchamps,MotoGP™,Honda,US,Eddie Lawson,1989,MotoGP,USA
Spa-Francorchamps,250cc,Honda,CH,Jacques Cornu,1989,250cc,SWITZERLAND
Spa-Francorchamps,125cc,Honda,NL,Hans Spaan,1989,125cc,NETHERLANDS
TT Circuit Assen,250cc,Honda,DE,Reinhold Roth,1989,250cc,GERMANY
TT Circuit Assen,125cc,Honda,NL,Hans Spaan,1989,125cc,NETHERLANDS
TT Circuit Assen,80cc,Krauser,DE,Peter Oettl,1989,80cc,GERMANY
TT Circuit Assen,MotoGP™,Yamaha,US,Wayne Rainey,1989,MotoGP,USA
Rijeka,80cc,Krauser,DE,Peter Oettl,1989,80cc,GERMANY
Rijeka,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Rijeka,MotoGP™,Suzuki,US,Kevin Schwantz,1989,MotoGP,USA
Salzburgring,125cc,Honda,NL,Hans Spaan,1989,125cc,NETHERLANDS
Salzburgring,MotoGP™,Suzuki,US,Kevin Schwantz,1989,MotoGP,USA
Salzburgring,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Hockenheim,125cc,JJ Cobas,ES,Alex Criville,1989,125cc,SPAIN
Hockenheim,MotoGP™,Yamaha,US,Wayne Rainey,1989,MotoGP,USA
Hockenheim,80cc,Krauser,DE,Peter Oettl,1989,80cc,GERMANY
Hockenheim,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Misano World Circuit Marco Simoncelli,125cc,Honda,IT,Ezio Gianola,1989,125cc,ITALY
Misano World Circuit Marco Simoncelli,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Misano World Circuit Marco Simoncelli,80cc,Derbi,ES,Jorge Martinez,1989,80cc,SPAIN
Misano World Circuit Marco Simoncelli,MotoGP™,Honda,IT,Pierfrancesco Chili,1989,MotoGP,ITALY
Circuito de Jerez - Angel Nieto,250cc,Yamaha,IT,Luca Cadalora,1989,250cc,ITALY
Circuito de Jerez - Angel Nieto,MotoGP™,Honda,US,Eddie Lawson,1989,MotoGP,USA
Circuito de Jerez - Angel Nieto,125cc,JJ Cobas,ES,Alex Criville,1989,125cc,SPAIN
Circuito de Jerez - Angel Nieto,80cc,Krauser,ES,Herri Torrontegui,1989,80cc,SPAIN
Mazda Raceway,MotoGP™,Yamaha,US,Wayne Rainey,1989,MotoGP,USA
Mazda Raceway,250cc,Yamaha,US,John Kocinski,1989,250cc,USA
Phillip Island,MotoGP™,Honda,AU,Wayne Gardner,1989,MotoGP,AUSTRALIA
Phillip Island,125cc,JJ Cobas,ES,Alex Criville,1989,125cc,SPAIN
Phillip Island,250cc,Honda,ES,Sito Pons,1989,250cc,SPAIN
Suzuka,MotoGP™,Suzuki,US,Kevin Schwantz,1989,MotoGP,USA
Suzuka,250cc,Yamaha,US,John Kocinski,1989,250cc,USA
Suzuka,125cc,Honda,IT,Ezio Gianola,1989,125cc,ITALY
Goiania,250cc,Honda,FR,Dominique Sarron,1988,250cc,FRANCE
Goiania,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Automotodrom Brno,250cc,Yamaha,ES,Juan Garriga,1988,250cc,SPAIN
Automotodrom Brno,MotoGP™,Honda,AU,Wayne Gardner,1988,MotoGP,AUSTRALIA
Automotodrom Brno,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Automotodrom Brno,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Anderstorp,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Anderstorp,250cc,Honda,ES,Sito Pons,1988,250cc,SPAIN
Anderstorp,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Donington Park,250cc,Yamaha,IT,Luca Cadalora,1988,250cc,ITALY
Donington Park,125cc,Honda,IT,Ezio Gianola,1988,125cc,ITALY
Donington Park,MotoGP™,Yamaha,US,Wayne Rainey,1988,MotoGP,USA
Paul Ricard,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Paul Ricard,250cc,Honda,CH,Jacques Cornu,1988,250cc,SWITZERLAND
Paul Ricard,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Rijeka,250cc,Honda,ES,Sito Pons,1988,250cc,SPAIN
Rijeka,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Rijeka,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Rijeka,MotoGP™,Honda,AU,Wayne Gardner,1988,MotoGP,AUSTRALIA
Spa-Francorchamps,250cc,Honda,ES,Sito Pons,1988,250cc,SPAIN
Spa-Francorchamps,MotoGP™,Honda,AU,Wayne Gardner,1988,MotoGP,AUSTRALIA
Spa-Francorchamps,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
TT Circuit Assen,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
TT Circuit Assen,MotoGP™,Honda,AU,Wayne Gardner,1988,MotoGP,AUSTRALIA
TT Circuit Assen,250cc,Yamaha,ES,Juan Garriga,1988,250cc,SPAIN
TT Circuit Assen,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Salzburgring,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Salzburgring,250cc,Honda,CH,Jacques Cornu,1988,250cc,SWITZERLAND
Salzburgring,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Nurburgring,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Nurburgring,250cc,Yamaha,IT,Luca Cadalora,1988,250cc,ITALY
Nurburgring,MotoGP™,Suzuki,US,Kevin Schwantz,1988,MotoGP,USA
Nurburgring,125cc,Honda,IT,Ezio Gianola,1988,125cc,ITALY
Imola,250cc,Honda,FR,Dominique Sarron,1988,250cc,FRANCE
Imola,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Imola,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Imola,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Circuito de Jerez - Angel Nieto,250cc,Yamaha,ES,Juan Garriga,1988,250cc,SPAIN
Circuito de Jerez - Angel Nieto,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Circuito de Jerez - Angel Nieto,80cc,Derbi,ES,Jorge Martinez,1988,80cc,SPAIN
Jarama,80cc,Honda,CH,Stefan Dörflinger,1988,80cc,SWITZERLAND
Jarama,MotoGP™,Yamaha,AU,Kevin Magee,1988,MotoGP,AUSTRALIA
Jarama,250cc,Honda,ES,Sito Pons,1988,250cc,SPAIN
Jarama,125cc,Derbi,ES,Jorge Martinez,1988,125cc,SPAIN
Mazda Raceway,250cc,Honda,US,Jim Filice,1988,250cc,USA
Mazda Raceway,MotoGP™,Yamaha,US,Eddie Lawson,1988,MotoGP,USA
Suzuka,250cc,Honda,DE,Anton Mang,1988,250cc,GERMANY
Suzuka,MotoGP™,Suzuki,US,Kevin Schwantz,1988,MotoGP,USA
Oscar A. Galvez,MotoGP™,Yamaha,US,Eddie Lawson,1987,MotoGP,USA
Oscar A. Galvez,250cc,Honda,ES,Sito Pons,1987,250cc,SPAIN
Goiania,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Goiania,250cc,Honda,FR,Dominique Sarron,1987,250cc,FRANCE
Jarama,125cc,AGV,IT,Paolo Casoli,1987,125cc,ITALY
Jarama,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Jarama,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Jarama,MotoGP™,Yamaha,US,Eddie Lawson,1987,MotoGP,USA
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,US,Randy Mamola,1987,MotoGP,USA
Misano World Circuit Marco Simoncelli,250cc,Aprilia,IT,Loris Reggiani,1987,250cc,ITALY
Misano World Circuit Marco Simoncelli,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Misano World Circuit Marco Simoncelli,80cc,Derbi,ES,Manuel Herreros,1987,80cc,SPAIN
Automotodrom Brno,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Automotodrom Brno,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Automotodrom Brno,80cc,Krauser,CH,Stefan Dörflinger,1987,80cc,SWITZERLAND
Automotodrom Brno,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Anderstorp,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Anderstorp,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Anderstorp,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Donington Park,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Donington Park,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Donington Park,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Donington Park,MotoGP™,Yamaha,US,Eddie Lawson,1987,MotoGP,USA
Le Mans,MotoGP™,Yamaha,US,Randy Mamola,1987,MotoGP,USA
Le Mans,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Le Mans,250cc,Honda,DE,Reinhold Roth,1987,250cc,GERMANY
TT Circuit Assen,MotoGP™,Yamaha,US,Eddie Lawson,1987,MotoGP,USA
TT Circuit Assen,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
TT Circuit Assen,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
TT Circuit Assen,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Rijeka,250cc,Yamaha,VE,Carlos Lavado,1987,250cc,VENEZUELA
Rijeka,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Rijeka,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Salzburgring,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Salzburgring,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Salzburgring,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Salzburgring,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Monza,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Monza,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Monza,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Monza,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Hockenheim,250cc,Honda,DE,Anton Mang,1987,250cc,GERMANY
Hockenheim,MotoGP™,Yamaha,US,Eddie Lawson,1987,MotoGP,USA
Hockenheim,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Hockenheim,80cc,,DE,Gerhard Waibel,1987,80cc,GERMANY
Circuito de Jerez - Angel Nieto,125cc,Garelli,IT,Fausto Gresini,1987,125cc,ITALY
Circuito de Jerez - Angel Nieto,80cc,Derbi,ES,Jorge Martinez,1987,80cc,SPAIN
Circuito de Jerez - Angel Nieto,250cc,Yamaha,DE,Martin Wimmer,1987,250cc,GERMANY
Circuito de Jerez - Angel Nieto,MotoGP™,Honda,AU,Wayne Gardner,1987,MotoGP,AUSTRALIA
Suzuka,MotoGP™,Yamaha,US,Randy Mamola,1987,MotoGP,USA
Suzuka,250cc,Honda,JP,Masaru Kobayashi,1987,250cc,JAPAN
Hockenheim,80cc,Real,DE,Gerhard Waibel,1986,80cc,GERMANY
Hockenheim,125cc,Garelli,IT,Fausto Gresini,1986,125cc,ITALY
Misano World Circuit Marco Simoncelli,80cc,Unknown,IT,Pierpaolo Bianchi,1986,80cc,ITALY
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Misano World Circuit Marco Simoncelli,125cc,Bartol,AT,August Auinger,1986,125cc,AUSTRIA
Misano World Circuit Marco Simoncelli,250cc,Yamaha,JP,Tadahiko Taira,1986,250cc,JAPAN
Anderstorp,125cc,Garelli,IT,Fausto Gresini,1986,125cc,ITALY
Anderstorp,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
Anderstorp,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Silverstone Circuit,250cc,Honda,FR,Dominique Sarron,1986,250cc,FRANCE
Silverstone Circuit,125cc,Bartol,AT,August Auinger,1986,125cc,AUSTRIA
Silverstone Circuit,MotoGP™,Honda,AU,Wayne Gardner,1986,MotoGP,AUSTRALIA
Silverstone Circuit,80cc,Krauser,GB,Ian Mcconnachie,1986,80cc,GREAT BRITAIN
Spa-Francorchamps,250cc,Honda,ES,Sito Pons,1986,250cc,SPAIN
Spa-Francorchamps,125cc,Ducados,IT,Domenico Brigaglia,1986,125cc,ITALY
Spa-Francorchamps,MotoGP™,Yamaha,US,Randy Mamola,1986,MotoGP,USA
TT Circuit Assen,125cc,Garelli,IT,Luca Cadalora,1986,125cc,ITALY
TT Circuit Assen,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
TT Circuit Assen,MotoGP™,Honda,AU,Wayne Gardner,1986,MotoGP,AUSTRALIA
TT Circuit Assen,80cc,Derbi,ES,Jorge Martinez,1986,80cc,SPAIN
Paul Ricard,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
Paul Ricard,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Paul Ricard,125cc,Garelli,IT,Luca Cadalora,1986,125cc,ITALY
Rijeka,80cc,Derbi,ES,Jorge Martinez,1986,80cc,SPAIN
Rijeka,250cc,Honda,ES,Sito Pons,1986,250cc,SPAIN
Rijeka,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Salzburgring,80cc,Derbi,ES,Jorge Martinez,1986,80cc,SPAIN
Salzburgring,125cc,Garelli,IT,Luca Cadalora,1986,125cc,ITALY
Salzburgring,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
Salzburgring,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Nurburgring,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
Nurburgring,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Nurburgring,80cc,Derbi,ES,Manuel Herreros,1986,80cc,SPAIN
Nurburgring,125cc,Garelli,IT,Luca Cadalora,1986,125cc,ITALY
Monza,80cc,Krauser,CH,Stefan Dörflinger,1986,80cc,SWITZERLAND
Monza,MotoGP™,Yamaha,US,Eddie Lawson,1986,MotoGP,USA
Monza,125cc,Garelli,IT,Fausto Gresini,1986,125cc,ITALY
Monza,250cc,Honda,DE,Anton Mang,1986,250cc,GERMANY
Jarama,MotoGP™,Honda,AU,Wayne Gardner,1986,MotoGP,AUSTRALIA
Jarama,125cc,Garelli,IT,Fausto Gresini,1986,125cc,ITALY
Jarama,250cc,Yamaha,VE,Carlos Lavado,1986,250cc,VENEZUELA
Jarama,80cc,Derbi,ES,Jorge Martinez,1986,80cc,SPAIN
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,US,Eddie Lawson,1985,MotoGP,USA
Misano World Circuit Marco Simoncelli,80cc,Derbi,ES,Jorge Martinez,1985,80cc,SPAIN
Misano World Circuit Marco Simoncelli,125cc,Garelli,IT,Fausto Gresini,1985,125cc,ITALY
Misano World Circuit Marco Simoncelli,250cc,Yamaha,VE,Carlos Lavado,1985,250cc,VENEZUELA
Anderstorp,125cc,Monnet Bartol,AT,August Auinger,1985,125cc,AUSTRIA
Anderstorp,250cc,Honda,DE,Anton Mang,1985,250cc,GERMANY
Anderstorp,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Silverstone Circuit,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Silverstone Circuit,250cc,Honda,DE,Anton Mang,1985,250cc,GERMANY
Silverstone Circuit,125cc,Monnet Bartol,AT,August Auinger,1985,125cc,AUSTRIA
Le Mans,80cc,Derbi,ES,Angel Nieto,1985,80cc,SPAIN
Le Mans,125cc,Garelli,IT,Ezio Gianola,1985,125cc,ITALY
Le Mans,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
Le Mans,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Spa-Francorchamps,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Spa-Francorchamps,125cc,Garelli,IT,Fausto Gresini,1985,125cc,ITALY
Spa-Francorchamps,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
TT Circuit Assen,125cc,MBA,IT,Pierpaolo Bianchi,1985,125cc,ITALY
TT Circuit Assen,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
TT Circuit Assen,MotoGP™,Honda,US,Randy Mamola,1985,MotoGP,USA
TT Circuit Assen,80cc,Unknown,AT,Gerd Kafka,1985,80cc,AUSTRIA
Rijeka,MotoGP™,Yamaha,US,Eddie Lawson,1985,MotoGP,USA
Rijeka,80cc,Krauser,CH,Stefan Dörflinger,1985,80cc,SWITZERLAND
Rijeka,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
Salzburgring,125cc,Garelli,IT,Fausto Gresini,1985,125cc,ITALY
Salzburgring,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
Salzburgring,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Autodromo Internazionale del Mugello,80cc,Derbi,ES,Jorge Martinez,1985,80cc,SPAIN
Autodromo Internazionale del Mugello,125cc,MBA,IT,Pierpaolo Bianchi,1985,125cc,ITALY
Autodromo Internazionale del Mugello,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Autodromo Internazionale del Mugello,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
Hockenheim,MotoGP™,Yamaha,FR,Christian Sarron,1985,MotoGP,FRANCE
Hockenheim,80cc,Krauser,CH,Stefan Dörflinger,1985,80cc,SWITZERLAND
Hockenheim,250cc,Yamaha,DE,Martin Wimmer,1985,250cc,GERMANY
Hockenheim,125cc,Monnet Bartol,AT,August Auinger,1985,125cc,AUSTRIA
Jarama,MotoGP™,Honda,US,Freddie Spencer,1985,MotoGP,USA
Jarama,125cc,MBA,IT,Pierpaolo Bianchi,1985,125cc,ITALY
Jarama,250cc,Yamaha,VE,Carlos Lavado,1985,250cc,VENEZUELA
Jarama,80cc,Derbi,ES,Jorge Martinez,1985,80cc,SPAIN
Kyalami,250cc,Honda,US,Freddie Spencer,1985,250cc,USA
Kyalami,MotoGP™,Yamaha,US,Eddie Lawson,1985,MotoGP,USA
Autodromo Internazionale del Mugello,MotoGP™,Honda,US,Randy Mamola,1984,MotoGP,USA
Autodromo Internazionale del Mugello,250cc,Real,DE,Manfred Herweh,1984,250cc,GERMANY
Autodromo Internazionale del Mugello,80cc,,DE,Gerhard Waibel,1984,80cc,GERMANY
Autodromo Internazionale del Mugello,125cc,MBA,IT,Maurizio Vitali,1984,125cc,ITALY
Anderstorp,MotoGP™,Yamaha,US,Eddie Lawson,1984,MotoGP,USA
Anderstorp,250cc,Real,DE,Manfred Herweh,1984,250cc,GERMANY
Anderstorp,125cc,MBA/Garelli,IT,Fausto Gresini,1984,125cc,ITALY
Silverstone Circuit,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
Silverstone Circuit,250cc,Yamaha,FR,Christian Sarron,1984,250cc,FRANCE
Silverstone Circuit,MotoGP™,Honda,US,Randy Mamola,1984,MotoGP,USA
Spa-Francorchamps,250cc,Real,DE,Manfred Herweh,1984,250cc,GERMANY
Spa-Francorchamps,MotoGP™,Honda,US,Freddie Spencer,1984,MotoGP,USA
Spa-Francorchamps,80cc,Zundapp,CH,Stefan Dörflinger,1984,80cc,SWITZERLAND
TT Circuit Assen,250cc,Yamaha,VE,Carlos Lavado,1984,250cc,VENEZUELA
TT Circuit Assen,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
TT Circuit Assen,80cc,Derbi,ES,Jorge Martinez,1984,80cc,SPAIN
TT Circuit Assen,MotoGP™,Honda,US,Randy Mamola,1984,MotoGP,USA
Rijeka,250cc,Real,DE,Manfred Herweh,1984,250cc,GERMANY
Rijeka,80cc,Zundapp,CH,Stefan Dörflinger,1984,80cc,SWITZERLAND
Rijeka,MotoGP™,Honda,US,Freddie Spencer,1984,MotoGP,USA
Paul Ricard,250cc,Yamaha,DE,Anton Mang,1984,250cc,GERMANY
Paul Ricard,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
Paul Ricard,MotoGP™,Honda,US,Freddie Spencer,1984,MotoGP,USA
Nurburgring,80cc,Zundapp,CH,Stefan Dörflinger,1984,80cc,SWITZERLAND
Nurburgring,250cc,Yamaha,FR,Christian Sarron,1984,250cc,FRANCE
Nurburgring,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
Nurburgring,MotoGP™,Honda,US,Freddie Spencer,1984,MotoGP,USA
Salzburgring,250cc,Yamaha,FR,Christian Sarron,1984,250cc,FRANCE
Salzburgring,MotoGP™,Yamaha,US,Eddie Lawson,1984,MotoGP,USA
Salzburgring,80cc,Zundapp,CH,Stefan Dörflinger,1984,80cc,SWITZERLAND
Jarama,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
Jarama,250cc,JJ Cobas,ES,Sito Pons,1984,250cc,SPAIN
Jarama,80cc,Huvo-Casal,IT,Pierpaolo Bianchi,1984,80cc,ITALY
Jarama,MotoGP™,Yamaha,US,Eddie Lawson,1984,MotoGP,USA
Misano World Circuit Marco Simoncelli,80cc,Huvo-Casal,IT,Pierpaolo Bianchi,1984,80cc,ITALY
Misano World Circuit Marco Simoncelli,250cc,Yamaha,IT,Fausto Ricci,1984,250cc,ITALY
Misano World Circuit Marco Simoncelli,MotoGP™,Honda,US,Freddie Spencer,1984,MotoGP,USA
Misano World Circuit Marco Simoncelli,125cc,Garelli,ES,Angel Nieto,1984,125cc,SPAIN
Kyalami,250cc,Yamaha,FR,Patrick Fernandez,1984,250cc,FRANCE
Kyalami,MotoGP™,Yamaha,US,Eddie Lawson,1984,MotoGP,USA
Imola,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
Imola,125cc,,IT,Maurizio Vitali,1983,125cc,ITALY
Imola,50cc,MBA,ES,Ricardo Tormo,1983,50cc,SPAIN
Anderstorp,250cc,Yamaha,FR,Christian Sarron,1983,250cc,FRANCE
Anderstorp,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Anderstorp,125cc,MBA,CH,Bruno Kneubühler,1983,125cc,SWITZERLAND
Silverstone Circuit,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Silverstone Circuit,250cc,Yamaha,FR,Jacques Bolle,1983,250cc,FRANCE
Silverstone Circuit,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
Spa-Francorchamps,125cc,Garelli,IT,Eugenio Lazzarini,1983,125cc,ITALY
Spa-Francorchamps,250cc,Chevallier,BE,Didier De Radigues,1983,250cc,BELGIUM
Spa-Francorchamps,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
TT Circuit Assen,250cc,Yamaha,VE,Carlos Lavado,1983,250cc,VENEZUELA
TT Circuit Assen,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
TT Circuit Assen,50cc,Garelli,IT,Eugenio Lazzarini,1983,50cc,ITALY
TT Circuit Assen,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Rijeka,250cc,Yamaha,VE,Carlos Lavado,1983,250cc,VENEZUELA
Rijeka,125cc,MBA,CH,Bruno Kneubühler,1983,125cc,SWITZERLAND
Rijeka,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Rijeka,50cc,MBA,CH,Stefan Dörflinger,1983,50cc,SWITZERLAND
Salzburgring,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Salzburgring,250cc,Rotax Real,DE,Manfred Herweh,1983,250cc,GERMANY
Salzburgring,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
Jarama,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Jarama,250cc,Kawasaki,FR,Herve Guilleux,1983,250cc,FRANCE
Jarama,50cc,Garelli,IT,Eugenio Lazzarini,1983,50cc,ITALY
Jarama,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Hockenheim,50cc,MBA,CH,Stefan Dörflinger,1983,50cc,SWITZERLAND
Hockenheim,MotoGP™,Yamaha,US,Kenny Roberts,1983,MotoGP,USA
Hockenheim,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Hockenheim,250cc,Yamaha,VE,Carlos Lavado,1983,250cc,VENEZUELA
Monza,50cc,Garelli,IT,Eugenio Lazzarini,1983,50cc,ITALY
Monza,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Monza,250cc,Yamaha,VE,Carlos Lavado,1983,250cc,VENEZUELA
Monza,125cc,Garelli,ES,Angel Nieto,1983,125cc,SPAIN
Le Mans,250cc,Yamaha,GB,Alan Carter,1983,250cc,GREAT BRITAIN
Le Mans,125cc,MBA,ES,Ricardo Tormo,1983,125cc,SPAIN
Le Mans,50cc,MBA,CH,Stefan Dörflinger,1983,50cc,SWITZERLAND
Le Mans,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Kyalami,MotoGP™,Honda,US,Freddie Spencer,1983,MotoGP,USA
Kyalami,250cc,Chevallier,FR,Jean Francois Baldé,1983,250cc,FRANCE
Hockenheim,MotoGP™,Suzuki,US,Randy Mamola,1982,MotoGP,USA
Hockenheim,50cc,Garelli,IT,Eugenio Lazzarini,1982,50cc,ITALY
Hockenheim,350cc,Yamaha,DE,Manfred Herweh,1982,350cc,GERMANY
Hockenheim,250cc,Kawasaki,DE,Anton Mang,1982,250cc,GERMANY
Autodromo Internazionale del Mugello,MotoGP™,Honda,US,Freddie Spencer,1982,MotoGP,USA
Autodromo Internazionale del Mugello,250cc,Kawasaki,DE,Anton Mang,1982,250cc,GERMANY
Autodromo Internazionale del Mugello,50cc,Garelli,IT,Eugenio Lazzarini,1982,50cc,ITALY
Automotodrom Brno,350cc,Chevallier-Yamaha,BE,Didier De Radigues,1982,350cc,BELGIUM
Automotodrom Brno,125cc,Garelli,IT,Eugenio Lazzarini,1982,125cc,ITALY
Automotodrom Brno,250cc,Yamaha,VE,Carlos Lavado,1982,250cc,VENEZUELA
Imatra,350cc,Kawasaki,DE,Anton Mang,1982,350cc,GERMANY
Imatra,125cc,MBA,VE,Ivan Palazzese,1982,125cc,VENEZUELA
Imatra,250cc,Yamaha,FR,Christian Sarron,1982,250cc,FRANCE
Anderstorp,MotoGP™,Honda,JP,Takazumi Katayama,1982,MotoGP,JAPAN
Anderstorp,125cc,MBA,VE,Ivan Palazzese,1982,125cc,VENEZUELA
